game_title,game_release_date,game_critic_score,game_user_score,video_number,video_total_views,video_total_likes,video_total_dislikes,video_total_favorites,video_total_comments,game_total_critic_reviews,game_total_user_reviews,game_type,game_rating,game_critic_positive_reviews,game_critic_mixed_reviews,game_critic_negative_reviews,game_user_positive_reviews,game_user_mixed_reviews,game_user_negative_reviews,game_name,links,global_sales
Saints Row IV,2013-08-19,86,7.4,1,21,1,0,0,0,45,1565,"Action Adventure, Modern, Modern, Open-World",M,42,3,0,187,80,80, Saints Row IV,http://www.vgchartz.com/game/71729/saints-row-iv/,0.19
Starcraft II: Heart of the Swarm,2013-03-12,86,7.9,2,2879,28,0,0,3,68,1359,"Strategy, Real-Time, Sci-Fi, Sci-Fi, Command",T,66,1,1,169,57,57,Starcraft II: Heart of the Swarm,http://www.vgchartz.com/gamedb/?name=Starcraft+II%3A+Heart+of+the+Swarm,1.68
Tomb Raider,2013-03-04,86,8.5,8,80529,584,12,0,135,18,3616,"Action Adventure, Modern, General, Modern, Linear",M,17,1,0,523,117,117, Tomb Raider,http://www.vgchartz.com/game/6503/tomb-raider/,1.03
XCOM: Enemy Within,2013-11-11,86,8,13,13332,122,1,0,31,54,702,"Sci-Fi, Strategy, Turn-Based, Sci-Fi, General",M,52,2,0,74,20,20,XCOM: Enemy Within,http://www.vgchartz.com/gamedb/?name=XCOM%3A+Enemy+Within,0
Path of Exile,2013-01-25,86,8.1,NA,0,0,0,0,0,27,1513,"Action RPG, Role-Playing, Action RPG",NA,25,2,0,264,45,45,Path of Exile,http://www.vgchartz.com/gamedb/?name=Path+of+Exile,NA
Dust: An Elysian Tail,2013-05-24,85,8.5,7,2547,47,2,0,14,7,463,"Role-Playing, Action RPG, Action RPG",E10+,7,0,0,93,8,8,Dust: An Elysian Tail,http://www.vgchartz.com/gamedb/?name=Dust%3A+An+Elysian+Tail,0
DmC: Devil May Cry,2013-01-24,85,6.8,22,875338,7663,181,0,1293,22,1694,"Action, General, Action Adventure, Fantasy, General, Fantasy, Linear",M,22,0,0,186,59,59,DmC: Devil May Cry,http://www.vgchartz.com/gamedb/?name=DmC%3A+Devil+May+Cry,0
The Wolf Among Us: Episode 1 - Faith,2013-10-11,85,9,7,10434,153,10,0,61,45,769,"Action Adventure, Adventure, Fantasy, General, Fantasy, Point-and-Click",M,43,2,0,96,6,6,The Wolf Among Us: Episode 1 - Faith,http://www.vgchartz.com/gamedb/?name=The+Wolf+Among+Us%3A+Episode+1+-+Faith,NA
Rogue Legacy,2013-06-27,85,7.9,5,303366,1688,24,0,500,43,594,"Role-Playing, General, Action, Platformer, Platformer, 2D, 2D",NA,42,1,0,77,32,32,Rogue Legacy,http://www.vgchartz.com/gamedb/?name=Rogue+Legacy,0
Sid Meier's Civilization V: Brave New World,2013-07-08,85,8.6,1,3336,18,1,0,3,55,637,"Strategy, Turn-Based, Historic, Historic, 4X",E10+,52,2,1,73,13,13, Sid Meier's Civilization V,http://www.vgchartz.com/game/43507/sid-meiers-civilization-v/,1.69
Trials Evolution: Gold Edition,2013-03-21,85,6.7,2,122476,795,19,0,251,10,128,"Driving, Racing, Arcade, Motorcycle, Other, Motocross, Motocross",E10+,10,0,0,14,4,4,Trials Evolution: Gold Edition,NA,NA
"Papers, Please",2013-08-08,85,8.5,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Papers, Please",http://www.vgchartz.com/gamedb/?name=Papers%2C+Please,0
Mass Effect 3: Citadel,2013-03-05,84,7.9,NA,0,0,0,0,0,8,356,"Role-Playing, Action RPG, Action RPG",M,7,1,0,33,6,6, Mass Effect 3,http://www.vgchartz.com/game/44119/mass-effect-3/,0.97
Assassin's Creed IV: Black Flag,2013-11-19,84,7.7,3,138200,1044,18,0,288,10,1499,"Action Adventure, Historic, Historic, Open-World",M,8,2,0,175,50,50, Assassin's Creed IV: Black Flag,http://www.vgchartz.com/game/71749/assassins-creed-iv-black-flag/,0.66
Gunpoint,2013-06-03,83,8.3,2,3429,30,1,0,4,33,380,"Miscellaneous, Puzzle, General, Puzzle, General",NA,31,2,0,93,19,19, Gun,http://www.vgchartz.com/game/26377/gun/,0.01
Final Fantasy XIV Online: A Realm Reborn,2013-08-27,83,6.8,39,1569903,9423,213,0,2922,32,1277,"Role-Playing, Massively Multiplayer Online, Massively Multiplayer, Fantasy, Fantasy",T,29,3,0,277,48,48, Final Fantasy XI,http://www.vgchartz.com/game/13893/final-fantasy-xi/,0
Card Hunter (2013),2013-09-12,83,7.9,1,917,29,0,0,20,18,59,"Strategy, General",NA,17,1,0,11,3,3,Card Hunter (2013),http://www.vgchartz.com/gamedb/?name=Card+Hunter+(2013),NA
Starseed Pilgrim,2013-04-16,83,6.1,3,2293,29,1,0,11,12,36,"Simulation, General, General",NA,9,3,0,4,3,3,Starseed Pilgrim,http://www.vgchartz.com/gamedb/?name=Starseed+Pilgrim,NA
Valdis Story: Abyssal City,2013-10-30,83,8,23,2453029,15359,403,0,4092,7,72,"Action, Platformer, Platformer, 2D, 2D",NA,7,0,0,18,7,7,Valdis Story: Abyssal City,http://www.vgchartz.com/gamedb/?name=Valdis+Story%3A+Abyssal+City,0
Kentucky Route Zero - Act II,2013-05-31,82,8.1,7,30797,202,9,0,24,7,45,"Adventure, General",NA,5,2,0,3,1,1,Kentucky Route Zero - Act II,http://www.vgchartz.com/gamedb/?name=Kentucky+Route+Zero+-+Act+II,NA
Tom Clancy's Splinter Cell: Blacklist,2013-08-20,82,7.4,48,10009360,62022,876,0,21735,13,762,"Action Adventure, Modern, General, Modern",M,12,1,0,78,32,32, Tom Clancy's Splinter Cell: Blacklist,http://www.vgchartz.com/game/70787/tom-clancys-splinter-cell-blacklist/,0.2
Antichamber,2013-01-31,82,8.2,NA,0,0,0,0,0,50,543,"Miscellaneous, Puzzle, General, Puzzle, General",NA,44,6,0,83,18,18,Antichamber,http://www.vgchartz.com/gamedb/?name=Antichamber,NA
Metro: Last Light,2013-05-13,82,8.6,1,244,4,0,0,0,71,2667,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade",M,60,11,0,353,66,66, Metro: Last Light,http://www.vgchartz.com/game/71328/metro-last-light/,0.19
Rising Storm,2013-05-30,82,8.5,8,1275272,9880,160,0,1862,21,228,"Action, Shooter, Shooter, First-Person, Historic, Arcade",NA,20,1,0,51,5,5,Rising Storm,http://www.vgchartz.com/gamedb/?name=Rising+Storm,NA
Battlefield 4,2013-10-29,81,6,1,29965,103,6,0,16,52,3520,"Action, Shooter, Shooter, First-Person, Modern, Modern, Arcade",M,42,10,0,333,169,169, Battlefield 4,http://www.vgchartz.com/game/71509/battlefield-4/,1.4
War Thunder,2013-08-15,81,6.6,2,5914,78,13,0,33,8,711,"Action, Simulation, Flight, Flight, Combat",T,7,1,0,77,38,38,War Thunder,http://www.vgchartz.com/gamedb/?name=War+Thunder,0
Kentucky Route Zero - Act I,2013-01-07,81,7.5,1,46911,512,10,0,79,28,108,"Adventure, General",NA,24,4,0,9,6,6,Kentucky Route Zero - Act I,http://www.vgchartz.com/gamedb/?name=Kentucky+Route+Zero+-+Act+I,NA
Victoria II: Heart of Darkness,2013-04-16,81,8.8,NA,0,0,0,0,0,7,55,"Strategy, Real-Time, Historic",NA,7,0,0,6,2,2, Victoria II,http://www.vgchartz.com/game/38883/victoria-ii/,0
Waveform,2013-01-25,81,7.3,4,340974,2996,32,0,292,8,40,"Puzzle, Action, General, General",NA,7,1,0,8,2,2,Waveform,http://www.vgchartz.com/gamedb/?name=Waveform,NA
Far Cry 3: Blood Dragon,2013-05-01,81,8.1,NA,0,0,0,0,0,31,797,"Action, Shooter, Shooter, First-Person, Modern, Modern, Arcade",M,26,5,0,116,24,24, Far Cry 3,http://www.vgchartz.com/game/51769/far-cry-3/,0.97
Mortal Kombat Komplete Edition,2013-07-03,81,8.7,3,69935,542,19,0,98,18,505,"Action, Miscellaneous, Fighting, Fighting, Compilation, 2D, 2D",M,16,2,0,67,13,13, Mortal Kombat,http://www.vgchartz.com/game/29114/mortal-kombat/,0.03
GRID 2,2013-05-27,80,5.7,1,197865,1384,34,0,0,17,570,"Driving, Racing, Simulation, GT / Street, GT / Street, Automobile",E,15,2,0,39,32,32, GRID 2,http://www.vgchartz.com/game/71501/grid-2/,0.06
Outlast,2013-09-04,80,8.4,NA,0,0,0,0,0,59,1344,"Horror, Action Adventure, Horror, Survival",M,50,9,0,206,62,62,Outlast,http://www.vgchartz.com/gamedb/?name=Outlast,0
Dishonored: The Brigmore Witches,2013-08-13,80,8.6,18,1087970,9375,229,0,2303,15,136,"Action Adventure, Modern, General, Modern",M,13,2,0,12,1,1, Dishonored,http://www.vgchartz.com/game/52943/dishonored/,0.52
Goodbye Deponia,2013-10-17,80,7.9,14,11409323,82320,2020,0,4153,34,178,"Adventure, General, General",NA,24,9,1,9,4,4, Goodbye Deponia,http://www.vgchartz.com/game/71904/goodbye-deponia/,0.07
Brutal Legend,2013-02-26,80,7.9,NA,0,0,0,0,0,17,397,"Action, General, Action Adventure, Fantasy, General, Fantasy, Open-World",M,14,3,0,42,17,17,Brutal Legend,http://www.vgchartz.com/gamedb/?name=Brutal+Legend,NA
Dishonored: The Knife of Dunwall,2013-04-16,80,8.2,NA,0,0,0,0,0,21,200,"Action Adventure, Modern, General, Modern",M,17,4,0,17,7,7, Dishonored,http://www.vgchartz.com/game/52943/dishonored/,0.52
Naruto Shippuden: Ultimate Ninja Storm 3 Full Burst,2013-10-24,80,7.9,2,118,1,0,0,0,7,223,"Action, Fighting, Fighting, 3D, 3D",T,6,1,0,28,1,1,Naruto Shippuden: Ultimate Ninja Storm 3 Full Burst,http://www.vgchartz.com/gamedb/?name=Naruto+Shippuden%3A+Ultimate+Ninja+Storm+3+Full+Burst,NA
Proteus,2013-01-30,80,5.6,NA,0,0,0,0,0,24,181,"Adventure, General, General, 3D, First-Person, Fantasy",NA,18,6,0,20,11,11,Proteus,http://www.vgchartz.com/gamedb/?name=Proteus,NA
Dungeons & Dragons: Chronicles of Mystara,2013-06-18,80,6.7,NA,0,0,0,0,0,9,32,"Action, Miscellaneous, Beat-'Em-Up, Compilation",T,7,2,0,2,3,3, Dungeons,http://www.vgchartz.com/game/46740/dungeons/,0.09
The Wolf Among Us,2013-10-11,80,8.8,19,487915,3777,56,0,1315,13,430,"Action Adventure, Adventure, General, Fantasy, Point-and-Click",M,12,1,0,49,9,9,The Wolf Among Us,http://www.vgchartz.com/gamedb/?name=The+Wolf+Among+Us,0
Euro Truck Simulator 2,2013-01-16,79,8.7,10,1021840,13543,122,0,1134,17,1022,"Simulation, General, General, Vehicle, Civilian",NA,13,4,0,176,25,25, Euro Truck Simulator 2,http://www.vgchartz.com/game/71076/euro-truck-simulator-2/,0.14
Payday 2,2013-08-13,79,3.5,1,6129475,21614,1192,0,3412,51,3498,"Action, Shooter, Shooter, First-Person, Fantasy, General, Fantasy, Arcade",M,40,11,0,275,58,58, Payday 2,http://www.vgchartz.com/game/74800/payday-2/,0.05
Call of Juarez: Gunslinger,2013-05-22,79,8.2,1,278,8,0,0,2,23,752,"Action, Shooter, Shooter, First-Person, Historic, Historic, Arcade",M,16,7,0,109,28,28, Call of Juarez,http://www.vgchartz.com/game/27047/call-of-juarez/,0.01
Memoria,2013-08-29,79,8.2,15,273495,2621,42,0,420,43,128,"Adventure, General, General, Point-and-Click",NA,34,8,1,11,3,3,Memoria,http://www.vgchartz.com/gamedb/?name=Memoria,0
Don't Starve,2013-04-23,79,8.3,NA,0,0,0,0,0,33,946,"Action Adventure, Fantasy, General, Fantasy, Sandbox",NA,25,8,0,153,31,31,Don't Starve,http://www.vgchartz.com/gamedb/?name=Don't+Starve,0
TrackMania 2 Valley,2013-07-04,79,8.1,5,116443,1079,5,0,208,7,42,"Driving, Racing, Arcade, Arcade, Automobile",NA,4,3,0,6,0,0, TrackMania,http://www.vgchartz.com/game/37665/trackmania/,0
State of Decay,2013-11-05,79,6.9,9,524080,2724,43,0,905,9,526,"Action Adventure, Horror, Horror, Survival",NA,6,3,0,79,40,40, State of Decay,http://www.vgchartz.com/game/71780/state-of-decay/,0
Dead Space 3,2013-02-05,78,6.1,2,28497,261,7,0,62,16,1114,"Action, Action Adventure, Shooter, Shooter, Linear, Third-Person, Sci-Fi, Sci-Fi",M,12,4,0,95,80,80, Dead Space 3,http://www.vgchartz.com/game/50252/dead-space-3/,0.2
Baldur's Gate II: Enhanced Edition,2013-11-15,78,7.4,NA,0,0,0,0,0,34,291,"PC-style RPG, Role-Playing, PC-style RPG, Western-Style",NA,24,10,0,64,7,7, Baldur's Gate,http://www.vgchartz.com/game/7300/baldurs-gate/,0
Battlefield 3: End Game,2013-03-26,78,7.4,2,204,4,0,0,0,9,63,"Action, Shooter, Shooter, First-Person, Modern, Tactical, Modern, Arcade",M,7,2,0,7,2,2, Battlefield 3,http://www.vgchartz.com/game/35315/battlefield-3/,2.78
Element4l,2013-05-24,77,7.7,1,6996,106,2,0,72,8,36,"Action, Platformer, Platformer, 2D, 2D",NA,5,3,0,6,3,3,Element4l,http://www.vgchartz.com/gamedb/?name=Element4l,NA
Teslagrad,2013-12-13,77,7.9,2,557,12,0,0,11,15,104,"Action, Platformer, Platformer, 2D, 2D",E,12,3,0,11,7,7,Teslagrad,http://www.vgchartz.com/gamedb/?name=Teslagrad,0
Eldritch,2013-10-21,77,6.7,NA,0,0,0,0,0,14,41,"Action, General, General",NA,10,4,0,8,2,2,Eldritch,http://www.vgchartz.com/gamedb/?name=Eldritch,0
Sanctum 2,2013-05-15,77,7.6,6,1857740,10811,576,0,715,28,368,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade",T,21,7,0,44,15,15,Sanctum 2,http://www.vgchartz.com/gamedb/?name=Sanctum+2,0
Magic: Duels of the Planeswalkers 2014,2013-06-26,77,6.1,3,125425,881,18,0,145,19,114,"Strategy, Miscellaneous, Turn-Based, Card Battle, Card Battle",T,14,5,0,12,8,8,Magic: Duels of the Planeswalkers 2014,http://www.vgchartz.com/gamedb/?name=Magic%3A+Duels+of+the+Planeswalkers+2014,NA
Ace Combat Assault Horizon: Enhanced Edition,2013-01-24,77,5.9,5,20153,95,0,0,24,14,161,"Action, Simulation, Flight, Flight, Combat",T,11,3,0,14,12,12,Ace Combat Assault Horizon: Enhanced Edition,http://www.vgchartz.com/gamedb/?name=Ace+Combat+Assault+Horizon%3A+Enhanced+Edition,NA
Resident Evil: Revelations,2013-05-20,77,7.1,2,12457,149,3,0,32,12,355,"Action Adventure, Horror, Horror, Survival",M,9,3,0,26,16,16, Resident Evil: Revelations,http://www.vgchartz.com/game/71529/resident-evil-revelations/,0.04
Angry Video Game Nerd Adventures,2013-09-20,77,7.6,NA,0,0,0,0,0,7,108,"Action, Platformer, Platformer, 2D, 2D",NA,5,2,0,17,7,7,Angry Video Game Nerd Adventures,http://www.vgchartz.com/gamedb/?name=Angry+Video+Game+Nerd+Adventures,0
Risk of Rain,2013-11-08,77,8.1,22,575076,5280,70,0,1773,12,249,"General, General, Action, Platformer, 2D",NA,7,5,0,55,5,5,Risk of Rain,http://www.vgchartz.com/gamedb/?name=Risk+of+Rain,0
Crysis 3,2013-02-19,76,6.6,3,6428,114,0,0,10,47,1245,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade",M,29,18,0,99,81,81, Crysis 3,http://www.vgchartz.com/game/71285/crysis-3/,0.63
Kentucky Route Zero - Act III,2014-05-06,91,6.6,30,1292414,10241,135,0,2073,7,160,"Adventure, General",NA,7,0,0,11,3,3,Kentucky Route Zero - Act III,http://www.vgchartz.com/gamedb/?name=Kentucky+Route+Zero+-+Act+III,NA
Dark Souls II,2014-04-24,91,7.2,3,389,22,1,0,11,36,2340,"Action RPG, Role-Playing, Action RPG",T,36,0,0,273,62,62, Dark Souls II,http://www.vgchartz.com/game/73249/dark-souls-ii/,0.18
Out of the Park Baseball 15,2014-04-21,89,7.1,NA,0,0,0,0,0,8,58,"Sports, Traditional, Team, Baseball, Sim",NA,8,0,0,14,0,0,Out of the Park Baseball 15,http://www.vgchartz.com/gamedb/?name=Out+of+the+Park+Baseball+10,0
Hearthstone: Heroes of Warcraft,2014-03-11,88,6.2,18,592723,4254,63,0,857,42,NA,"Card Battle, Strategy, Miscellaneous, Turn-Based, Card Battle",T,42,0,0,121,86,86,Hearthstone: Heroes of Warcraft,http://www.vgchartz.com/gamedb/?name=Hearthstone%3A+Heroes+of+Warcraft,0
Steins;Gate,2014-03-31,87,8.8,29,537368,3731,52,0,933,9,186,"First-Person, Modern, Adventure, General, Visual Novel",M,9,0,0,11,0,0,Steins;Gate,http://www.vgchartz.com/gamedb/?name=Steins;Gate,0
TowerFall Ascension,2014-03-11,87,6.5,18,803192,5007,207,0,1840,16,144,"Action, General",E10+,16,0,0,16,3,3,TowerFall Ascension,NA,NA
Diablo III: Reaper of Souls,2014-03-25,87,6.6,27,1298738,10457,372,0,2917,75,1482,"Action RPG, Role-Playing, Action RPG",M,73,2,0,153,70,70, Diablo III,http://www.vgchartz.com/game/24178/diablo-iii/,5.2
Divinity: Original Sin,2014-01-17,87,8.7,8,79562,623,13,0,179,59,2092,"Action RPG, Role-Playing, Action RPG, Western-Style",M,56,3,0,367,59,59, Divinity: Original Sin,http://www.vgchartz.com/game/73289/divinity-original-sin/,0.02
World of Warcraft: Warlords of Draenor,2014-11-13,87,6,NA,0,0,0,0,0,49,1127,"Role-Playing, Massively Multiplayer Online, Massively Multiplayer, Fantasy",T,47,2,0,159,40,40, World of Warcraft: Warlords of Draenor,http://www.vgchartz.com/game/84863/world-of-warcraft-warlords-of-draenor/,0.47
Astebreed,2014-05-30,86,7.3,44,1127468,6183,164,0,1174,14,124,"Action, Shooter, Scrolling, Shoot-'Em-Up, Vertical, Horizontal",NA,14,0,0,15,2,2,Astebreed,http://www.vgchartz.com/gamedb/?name=Astebreed,0
The Binding of Isaac: Rebirth,2014-11-04,86,8.3,15,426512,3684,72,0,717,10,570,"Horror, Horror, Action, Action Adventure, Shooter, Survival, Shoot-'Em-Up, Top-Down",NA,9,1,0,80,7,7, The Binding of Isaac,http://www.vgchartz.com/game/70545/the-binding-of-isaac/,0.03
Titanfall,2014-03-11,86,6.2,NA,0,0,0,0,0,29,1716,"Shooter, Sci-Fi, Miscellaneous, General, Action, Shooter, First-Person, Sci-Fi, Arcade",M,28,1,0,187,141,141, Titanfall,http://www.vgchartz.com/game/72893/titanfall/,0.58
The Talos Principle,2014-12-11,85,8.6,2,79638,553,8,0,59,57,508,"Sci-Fi, Adventure, 3D, First-Person",E10+,54,3,0,84,13,13,The Talos Principle,http://www.vgchartz.com/gamedb/?name=The+Talos+Principle,0
Dragon Age: Inquisition,2014-11-18,85,5.9,NA,0,0,0,0,0,45,3973,"PC-style RPG, Role-Playing, General, Action RPG, Western-Style",M,40,5,0,498,278,278, Dragon Age: Inquisition,http://www.vgchartz.com/game/71354/dragon-age-inquisition/,0.77
South Park: The Stick of Truth,2014-03-04,85,8.6,9,23624,298,12,0,101,48,1777,"Role-Playing, General, General",M,43,5,0,237,39,39, South Park: The Stick of Truth,http://www.vgchartz.com/game/71110/south-park-the-stick-of-truth/,0.19
Shovel Knight,2014-06-26,85,8,3,30234,110,6,0,17,46,445,"Platformer, 2D, Action, Platformer, 2D",E,44,2,0,60,9,9,Shovel Knight,http://www.vgchartz.com/gamedb/?name=Shovel+Knight,0
Valkyria Chronicles,2014-11-11,85,8.2,1,1898,21,0,0,8,24,329,"General, Historic, Strategy, Turn-Based, Tactics",T,23,1,0,43,10,10,Valkyria Chronicles,http://www.vgchartz.com/gamedb/?name=Valkyria+Chronicles,0
Middle-earth: Shadow of Mordor,2014-09-30,84,8,17,2602483,12184,464,0,2114,17,1720,"Fantasy, Action Adventure, Fantasy, Open-World",M,14,3,0,256,80,80,Middle-earth: Shadow of Mordor,http://www.vgchartz.com/gamedb/?name=Middle-earth%3A+Shadow+of+Mordor,0.37
The Wolf Among Us: Episode 5 - Cry Wolf,2014-07-08,84,8.8,12,11233,146,16,0,30,33,382,"Fantasy, Action Adventure, Adventure, General, Fantasy, Point-and-Click",M,27,6,0,35,4,4,The Wolf Among Us: Episode 5 - Cry Wolf,http://www.vgchartz.com/gamedb/?name=The+Wolf+Among+Us%3A+Episode+5+-+Cry+Wolf,NA
SMITE,2014-03-25,83,8.3,3,10376,103,2,0,48,18,801,"Role-Playing, Strategy, Real-Time, Massively Multiplayer Online, Fantasy, MOBA, MOBA",T,17,1,0,171,18,18,SMITE,NA,NA
This War of Mine,2014-11-14,83,8.3,2,3576,63,0,0,2,62,690,"Action, Strategy, Real-Time, General",NA,57,5,0,97,21,21,This War of Mine,http://www.vgchartz.com/gamedb/?name=This+War+of+Mine,0
Metal Gear Rising: Revengeance,2014-01-09,83,7.9,NA,0,0,0,0,0,27,659,"Action, Action Adventure, Shooter, General, Modern, Third-Person, Tactical, Modern",M,26,1,0,73,20,20,Metal Gear Rising: Revengeance,http://www.vgchartz.com/gamedb/?name=Metal+Gear+Rising%3A+Revengeance,0
Transistor,2014-05-20,83,8.3,NA,0,0,0,0,0,35,687,"Role-Playing, Action RPG, Action RPG",T,29,5,1,82,19,19,Transistor,http://www.vgchartz.com/gamedb/?name=Transistor,0
Door Kickers,2014-10-20,83,7.9,2,1552,7,0,0,5,13,81,"Modern, Modern, Strategy, Real-Time, General, Tactics",NA,11,2,0,14,2,2,Door Kickers,http://www.vgchartz.com/gamedb/?name=Door+Kickers,0
Outland,2014-09-29,83,7.5,6,110148,1378,13,0,819,8,42,"Action, Platformer, 2D",E10+,7,1,0,1,1,1,Outland,http://www.vgchartz.com/gamedb/?name=Outland,NA
Dark Souls II: Crown of the Ivory King,2014-09-29,82,8.1,8,177128,1502,30,0,340,12,78,"Role-Playing, Action RPG",NA,11,1,0,6,3,3, Dark Souls II,http://www.vgchartz.com/game/73249/dark-souls-ii/,0.18
Endless Legend,2014-04-24,82,7.9,NA,0,0,0,0,0,37,476,"Strategy, Turn-Based, General, 4X",NA,34,3,0,80,22,22,Endless Legend,http://www.vgchartz.com/gamedb/?name=Endless+Legend,0
The Wolf Among Us: Episode 3 - A Crooked Mile,2014-04-08,82,8.6,10,137315,969,26,0,131,38,285,"Fantasy, Action Adventure, Adventure, General, Fantasy, Point-and-Click",M,31,7,0,21,2,2,The Wolf Among Us: Episode 3 - A Crooked Mile,http://www.vgchartz.com/gamedb/?name=The+Wolf+Among+Us%3A+Episode+3+-+A+Crooked+Mile,NA
FIFA 15,2014-09-23,82,4.2,2,393380,4232,38,0,355,9,387,"Sports, Traditional, Team, Soccer, Sim",E,8,1,0,18,13,13, FIFA 15,http://www.vgchartz.com/game/82917/fifa-15/,0.28
The Vanishing of Ethan Carter,2014-09-25,82,8.1,NA,0,0,0,0,0,66,698,"Miscellaneous, Adventure, General, 3D, First-Person",M,56,10,0,91,43,43,The Vanishing of Ethan Carter,http://www.vgchartz.com/gamedb/?name=The+Vanishing+of+Ethan+Carter,0
Dark Souls II: Crown of the Sunken King,2014-07-22,82,7.4,2,68349,369,10,0,89,19,176,"Role-Playing, Action RPG",T,17,2,0,9,9,9, Dark Souls II,http://www.vgchartz.com/game/73249/dark-souls-ii/,0.18
Lethal League,2014-08-27,82,7.6,NA,0,0,0,0,0,11,47,"Action, Fighting, 2D",NA,9,2,0,8,1,1,Lethal League,http://www.vgchartz.com/gamedb/?name=Lethal+League,0
Pro Evolution Soccer 2015,2014-11-13,82,5.8,4,75594,557,10,0,94,8,176,"Sports, Traditional, Team, Soccer, Sim",NA,6,2,0,15,12,12, Pro Evolution Soccer 2015,http://www.vgchartz.com/game/84810/pro-evolution-soccer-2015/,0.06
WildStar,2014-06-03,82,7.5,5,71792,411,13,0,138,52,946,"Sci-Fi, Role-Playing, Massively Multiplayer Online, Massively Multiplayer, Sci-Fi",T,45,6,1,248,55,55,WildStar,http://www.vgchartz.com/gamedb/?name=WildStar,0.16
Broken Age: Act 1,2014-01-28,82,7.7,37,638916,4739,87,0,1250,64,361,"General, Adventure, General, 3D, Point-and-Click, Third-Person, Fantasy",NA,54,10,0,50,12,12, Broken Age,http://www.vgchartz.com/game/71063/broken-age/,0
Nidhogg,2014-01-13,81,6.6,NA,0,0,0,0,0,43,133,"General, Action, Miscellaneous, General",NA,35,8,0,13,8,8,Nidhogg,http://www.vgchartz.com/gamedb/?name=Nidhogg,0
Sunless Sea,2014-07-01,81,7.5,2,94881,1037,7,0,74,38,119,"Sci-Fi, Action Adventure, General",NA,31,7,0,16,8,8,Sunless Sea,http://www.vgchartz.com/gamedb/?name=Sunless+Sea,0
Marvel Heroes 2015,2014-06-04,81,8.2,20,2372505,12043,576,0,1138,10,577,"Role-Playing, Massively Multiplayer Online, Massively Multiplayer, Sci-Fi",NA,9,1,0,173,20,20,Marvel Heroes 2015,http://www.vgchartz.com/gamedb/?name=Marvel+Heroes+2015,NA
Wolfenstein: The New Order,2014-05-19,81,8.2,16,476776,3229,55,0,598,23,1677,"General, Action, Shooter, First-Person, Historic, Arcade",M,20,3,0,250,55,55, Wolfenstein: The New Order,http://www.vgchartz.com/game/72127/wolfenstein-the-new-order/,0.46
Alien: Isolation,2014-10-06,81,8.4,1,65116,244,8,0,22,41,1627,"Action Adventure, Sci-Fi, General",M,32,9,0,310,53,53, Alien: Isolation,http://www.vgchartz.com/game/80561/alien-isolation/,0.14
The Walking Dead: Season Two Episode 2 - A House Divided,2014-03-04,81,8.5,1,111,5,0,0,0,40,349,"General, Action, General",M,31,9,0,37,10,10,The Walking Dead: Season Two Episode 2 - A House Divided,http://www.vgchartz.com/gamedb/?name=The+Walking+Dead%3A+Season+Two+Episode+2+-+A+House+Divided,NA
Sid Meier's Civilization: Beyond Earth,2014-10-24,81,5.5,2,42105,538,14,0,44,78,1034,"Strategy, Turn-Based, Sci-Fi, General, 4X",E10+,65,12,1,71,111,111, Sid Meier's Civilization: Beyond Earth,http://www.vgchartz.com/game/81105/sid-meiers-civilization-beyond-earth/,0.38
Wasteland 2,2014-09-19,81,7.3,2,6360,73,0,0,7,65,1176,"PC-style RPG, General, Role-Playing, PC-style RPG, Western-Style",M,53,12,0,168,54,54, Wasteland 2,http://www.vgchartz.com/game/70888/wasteland-2/,0.12
Shadowrun: Dragonfall,2014-02-27,81,8.3,23,23894939,98234,5725,0,13292,24,232,"General, Role-Playing, General",NA,20,4,0,32,7,7, Shadowrun,http://www.vgchartz.com/game/13312/shadowrun/,0
Metal Gear Solid V: Ground Zeroes,2014-12-18,80,7.6,NA,0,0,0,0,0,20,422,"Action Adventure, General, Modern, Open-World",M,18,2,0,39,10,10, Metal Gear Solid V: Ground Zeroes,http://www.vgchartz.com/game/84747/metal-gear-solid-v-ground-zeroes/,0.01
Trials Fusion,2014-04-16,80,6.8,NA,0,0,0,0,0,12,101,"Driving, Racing, Arcade, Motorcycle, Automobile, Street, Street",E10+,11,1,0,4,4,4, Trials Fusion,http://www.vgchartz.com/game/73129/trials-fusion/,0.03
The Banner Saga,2014-01-14,80,7.9,2,30002,103,6,0,18,74,672,"Role-Playing, Strategy, Turn-Based, General, Tactics",T,59,15,0,82,41,41,The Banner Saga,http://www.vgchartz.com/gamedb/?name=The+Banner+Saga,0
Elite: Dangerous,2014-12-16,80,6.6,14,234968,1739,42,0,222,54,1694,"Sci-Fi, Large Spaceship, Large Spaceship, Simulation, Space, Civilian",T,46,8,0,514,83,83,Elite: Dangerous,http://www.vgchartz.com/gamedb/?name=Elite%3A+Dangerous,0
